Late_delivery_risk,risk_proba,risk_tier,Shipping Mode,Order Region,Category Name
1,0.35897753,LOW,Standard Class,Central Africa,Men's Footwear
1,0.37382346,LOW,Standard Class,Oceania,Fishing
1,0.9911857,HIGH,First Class,North Africa,Shop By Sport
0,0.42843616,LOW,Standard Class,Oceania,Hunting & Shooting
1,0.69264865,HIGH,Second Class,South Asia,Computers
1,0.7068137,HIGH,First Class,Northern Europe,Indoor/Outdoor Games
0,0.34481028,LOW,Standard Class,Eastern Asia,Fishing
1,0.7827475,HIGH,Second Class,Oceania,Fishing
1,0.7865669,HIGH,Second Class,East of USA,Cleats
0,0.62059355,HIGH,Same Day,Southern Europe,Camping & Hiking
1,0.802837,HIGH,Second Class,South America,Indoor/Outdoor Games
1,0.36967325,LOW,Standard Class,Western Europe,Shop By Sport
0,0.32439488,LOW,Standard Class,West of USA ,Indoor/Outdoor Games
0,0.39377767,LOW,Standard Class,South of  USA ,Men's Footwear
0,0.33828032,LOW,Standard Class,Oceania,Indoor/Outdoor Games
1,0.6876404,HIGH,Second Class,West Asia,Women's Apparel
0,0.45404842,MEDIUM,Same Day,West of USA ,Cleats
1,0.6841996,HIGH,Second Class,Northern Europe,Men's Footwear
1,0.9873655,HIGH,First Class,East of USA,Fishing
0,0.34360486,LOW,Standard Class,Southeast Asia,Cleats
1,0.28990573,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
1,0.8039339,HIGH,Second Class,West of USA ,Electronics
0,0.39422986,LOW,Standard Class,South of  USA ,Cardio Equipment
1,0.8574013,HIGH,First Class,Central America,Women's Apparel
1,0.99065197,HIGH,First Class,South America,Indoor/Outdoor Games
0,0.362557,LOW,Standard Class,North Africa,Cleats
1,0.6857553,HIGH,Second Class,Central America,Shop By Sport
1,0.37439042,LOW,Standard Class,East of USA,Women's Apparel
0,0.3206745,LOW,Standard Class,East of USA,Golf Apparel
1,0.47720054,MEDIUM,Same Day,Western Europe,Men's Footwear
0,0.3683308,LOW,Standard Class,Oceania,Electronics
1,0.4781041,MEDIUM,Standard Class,Eastern Europe,Camping & Hiking
1,0.39619672,LOW,Standard Class,Southern Europe,Shop By Sport
1,0.70817864,HIGH,Second Class,South of  USA ,Electronics
0,0.38732252,LOW,Standard Class,Central America,Cleats
1,0.34146672,LOW,Standard Class,Eastern Europe,Women's Apparel
1,0.3599231,LOW,Standard Class,East of USA,Women's Apparel
0,0.39737642,LOW,Standard Class,Southern Africa,Camping & Hiking
1,0.5519992,MEDIUM,Same Day,Caribbean,Women's Apparel
1,0.79933405,HIGH,Second Class,Western Europe,Cleats
1,0.38244587,LOW,Standard Class,US Center ,Girls' Apparel
1,0.34961355,LOW,Standard Class,Central America,Shop By Sport
1,0.7977585,HIGH,Second Class,Eastern Asia,Camping & Hiking
1,0.8028902,HIGH,Second Class,Central America,Cardio Equipment
0,0.33868054,LOW,Standard Class,Central America,Accessories
0,0.39617282,LOW,Standard Class,South Asia,Cardio Equipment
1,0.83177054,HIGH,Second Class,South Asia,Sporting Goods
1,0.80626684,HIGH,Second Class,Western Europe,Women's Apparel
0,0.34403214,LOW,Standard Class,Caribbean,Cleats
1,0.39657113,LOW,Standard Class,Western Europe,Shop By Sport
0,0.4043912,LOW,Standard Class,Western Europe,Hunting & Shooting
1,0.39377767,LOW,Standard Class,West Asia,Indoor/Outdoor Games
0,0.40434372,LOW,Standard Class,Oceania,Video Games
0,0.33949915,LOW,Standard Class,Southern Europe,Men's Footwear
0,0.36710146,LOW,Standard Class,East of USA,Cardio Equipment
0,0.35075265,LOW,Standard Class,Western Europe,Cardio Equipment
1,0.39377767,LOW,Standard Class,Central America,Cardio Equipment
1,0.39422986,LOW,Standard Class,US Center ,Women's Apparel
1,0.39934403,LOW,Standard Class,Western Europe,Cleats
0,0.34047607,LOW,Standard Class,Western Europe,Water Sports
0,0.84161204,HIGH,First Class,South of  USA ,Fishing
1,0.9837992,HIGH,First Class,Southern Europe,Water Sports
0,0.3930812,LOW,Standard Class,Southern Europe,Women's Apparel
1,0.36947495,LOW,Standard Class,North Africa,Girls' Apparel
1,0.99118865,HIGH,First Class,Western Europe,Men's Footwear
0,0.39377767,LOW,Standard Class,South America,Cleats
1,0.7984761,HIGH,Second Class,Western Europe,Women's Apparel
0,0.2869318,LOW,Standard Class,South America,Camping & Hiking
0,0.34897006,LOW,Standard Class,Central America,Camping & Hiking
0,0.36564898,LOW,Standard Class,South America,Fishing
1,0.990564,HIGH,First Class,US Center ,Shop By Sport
0,0.3477578,LOW,Standard Class,Central America,Women's Apparel
1,0.39444938,LOW,Standard Class,Northern Europe,Camping & Hiking
1,0.39377767,LOW,Standard Class,East of USA,Water Sports
0,0.39422986,LOW,Standard Class,South Asia,Cardio Equipment
0,0.39422986,LOW,Standard Class,US Center ,Indoor/Outdoor Games
0,0.41670266,LOW,Standard Class,Northern Europe,Camping & Hiking
1,0.9909087,HIGH,First Class,Southern Europe,Men's Footwear
0,0.31192517,LOW,Standard Class,Northern Europe,Women's Apparel
1,0.7293749,HIGH,Standard Class,South America,Indoor/Outdoor Games
1,0.9906961,HIGH,First Class,South Asia,Indoor/Outdoor Games
0,0.401331,LOW,Standard Class,Western Europe,Cleats
0,0.39489606,LOW,Standard Class,Central America,Camping & Hiking
0,0.389721,LOW,Standard Class,Western Europe,Cardio Equipment
1,0.7977585,HIGH,Second Class,Central America,Fishing
0,0.40095526,LOW,Standard Class,Central America,Indoor/Outdoor Games
0,0.8013363,HIGH,Second Class,Southeast Asia,Cardio Equipment
1,0.428862,LOW,Same Day,Central Africa,Cleats
1,0.396118,LOW,Standard Class,Western Europe,Water Sports
0,0.396118,LOW,Standard Class,Western Europe,Women's Apparel
1,0.39489606,LOW,Standard Class,Caribbean,Men's Footwear
0,0.38018793,LOW,Standard Class,Central America,Cleats
1,0.39264643,LOW,Standard Class,West Africa,Women's Apparel
0,0.59028006,MEDIUM,Same Day,Oceania,Camping & Hiking
1,0.99148893,HIGH,First Class,Central America,Cardio Equipment
1,0.51268137,MEDIUM,Standard Class,Southern Africa,Men's Footwear
0,0.34483287,LOW,Standard Class,Southern Europe,Cleats
0,0.34378585,LOW,Standard Class,Oceania,Golf Gloves
1,0.31056064,LOW,Standard Class,South America,Men's Footwear
1,0.39859995,LOW,Standard Class,Oceania,Water Sports
0,0.39362654,LOW,Standard Class,Northern Europe,Men's Footwear
1,0.39505318,LOW,Standard Class,West of USA ,Cardio Equipment
1,0.40208054,LOW,Standard Class,Central America,Shop By Sport
0,0.40178612,LOW,Standard Class,Western Europe,Shop By Sport
1,0.8411989,HIGH,First Class,Northern Europe,Camping & Hiking
0,0.33667424,LOW,Standard Class,South America,Men's Footwear
1,0.46492296,MEDIUM,Same Day,Caribbean,Camping & Hiking
1,0.79566115,HIGH,Second Class,Caribbean,Cleats
1,0.38889197,LOW,Standard Class,US Center ,Men's Footwear
1,0.39333144,LOW,Standard Class,Northern Europe,Camping & Hiking
0,0.39377767,LOW,Standard Class,Oceania,Men's Footwear
0,0.31008607,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
0,0.39377767,LOW,Standard Class,Central America,Indoor/Outdoor Games
0,0.41417918,LOW,Standard Class,Central America,Women's Apparel
1,0.35019702,LOW,Standard Class,Southeast Asia,Music
1,0.7717134,HIGH,Second Class,Central America,Women's Apparel
0,0.4312988,LOW,Standard Class,Eastern Europe,Fishing
0,0.39739615,LOW,Standard Class,Western Europe,Camping & Hiking
1,0.9912322,HIGH,First Class,East Africa,Fishing
1,0.33828032,LOW,Standard Class,Eastern Asia,Cardio Equipment
1,0.39505318,LOW,Standard Class,Central America,Cardio Equipment
0,0.847003,HIGH,First Class,South of  USA ,Golf Balls
1,0.79500484,HIGH,Second Class,Central America,Indoor/Outdoor Games
0,0.323944,LOW,Standard Class,Northern Europe,Men's Footwear
1,0.4396942,LOW,Standard Class,Southeast Asia,Indoor/Outdoor Games
1,0.9910368,HIGH,First Class,South America,Cardio Equipment
0,0.34897006,LOW,Standard Class,Central America,Cleats
1,0.83972305,HIGH,First Class,Central America,Cleats
0,0.39625555,LOW,Standard Class,Southeast Asia,Men's Footwear
1,0.5478145,MEDIUM,Standard Class,South Asia,Cardio Equipment
0,0.39607286,LOW,Standard Class,South of  USA ,Women's Apparel
1,0.39422986,LOW,Standard Class,South of  USA ,Indoor/Outdoor Games
0,0.39489606,LOW,Standard Class,West Asia,Indoor/Outdoor Games
1,0.39617282,LOW,Standard Class,West of USA ,Fishing
1,0.99065197,HIGH,First Class,Central America,Cleats
1,0.84163076,HIGH,First Class,North Africa,Indoor/Outdoor Games
1,0.989062,HIGH,First Class,South America,Camping & Hiking
0,0.5633308,MEDIUM,Standard Class,Northern Europe,Fishing
0,0.6897402,HIGH,Second Class,Western Europe,Indoor/Outdoor Games
1,0.8556741,HIGH,First Class,Oceania,Cleats
1,0.27912197,LOW,Standard Class,West of USA ,Men's Footwear
1,0.34403214,LOW,Standard Class,South America,Cleats
1,0.8043827,HIGH,Second Class,Western Europe,Indoor/Outdoor Games
0,0.3447923,LOW,Standard Class,Western Europe,Women's Apparel
0,0.35545394,LOW,Standard Class,North Africa,Indoor/Outdoor Games
0,0.26378152,LOW,Standard Class,Central America,Camping & Hiking
0,0.82986933,HIGH,First Class,West of USA ,Cleats
1,0.3953487,LOW,Standard Class,South of  USA ,Water Sports
1,0.8224062,HIGH,Second Class,Oceania,Water Sports
0,0.40434372,LOW,Standard Class,Central America,Girls' Apparel
1,0.33740538,LOW,Standard Class,Canada,Men's Footwear
1,0.8104086,HIGH,First Class,Northern Europe,Children's Clothing
1,0.39377767,LOW,Standard Class,Central America,Women's Apparel
0,0.39377767,LOW,Standard Class,Central America,Women's Apparel
1,0.3130222,LOW,Standard Class,East of USA,Women's Apparel
1,0.45345777,MEDIUM,Same Day,Northern Europe,Cardio Equipment
0,0.4130863,LOW,Standard Class,East of USA,Fishing
1,0.9911027,HIGH,First Class,West of USA ,Men's Footwear
0,0.3436102,LOW,Standard Class,Central America,Indoor/Outdoor Games
0,0.41158316,LOW,Standard Class,Central America,Accessories
1,0.7934598,HIGH,Second Class,Caribbean,Indoor/Outdoor Games
1,0.99118865,HIGH,First Class,Western Europe,Indoor/Outdoor Games
0,0.33709177,LOW,Standard Class,West of USA ,Men's Footwear
0,0.3387044,LOW,Standard Class,South America,Shop By Sport
1,0.8403456,HIGH,First Class,Southern Europe,Water Sports
0,0.39377767,LOW,Standard Class,US Center ,Water Sports
0,0.36326805,LOW,Standard Class,Caribbean,Cleats
1,0.2775123,LOW,Standard Class,Southeast Asia,Women's Clothing
0,0.6862392,HIGH,Second Class,West of USA ,Men's Footwear
0,0.39550585,LOW,Standard Class,US Center ,Fishing
0,0.6886026,HIGH,Second Class,South America,Lacrosse
0,0.79842144,HIGH,Second Class,West Asia,Men's Footwear
1,0.79689556,HIGH,Second Class,West Africa,Indoor/Outdoor Games
1,0.37786835,LOW,Standard Class,Oceania,Women's Apparel
0,0.34042513,LOW,Standard Class,South Asia,Indoor/Outdoor Games
0,0.6464955,HIGH,Second Class,South Asia,Men's Footwear
1,0.9923375,HIGH,First Class,East of USA,Tennis & Racquet
0,0.396118,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
0,0.38852662,LOW,Standard Class,Oceania,Garden
1,0.39377767,LOW,Standard Class,South America,Men's Footwear
0,0.39505318,LOW,Standard Class,Southeast Asia,Children's Clothing
1,0.9911506,HIGH,First Class,Eastern Europe,Camping & Hiking
1,0.7984761,HIGH,Second Class,Western Europe,Women's Apparel
0,0.8039339,HIGH,Second Class,West of USA ,Golf Balls
1,0.39692146,LOW,Standard Class,Southern Europe,Women's Apparel
1,0.32277283,LOW,Standard Class,Northern Europe,Fishing
1,0.4265201,LOW,Standard Class,Western Europe,Cardio Equipment
0,0.84374154,HIGH,First Class,West Asia,Girls' Apparel
0,0.39377767,LOW,Standard Class,South America,Women's Apparel
0,0.39723867,LOW,Standard Class,Western Europe,Women's Apparel
1,0.99114966,HIGH,First Class,Caribbean,Fishing
0,0.37824032,LOW,Standard Class,Southeast Asia,Camping & Hiking
1,0.6888077,HIGH,Second Class,Southern Europe,Shop By Sport
0,0.39008805,LOW,Standard Class,Caribbean,Men's Footwear
0,0.3393619,LOW,Standard Class,Western Europe,Computers
0,0.33296493,LOW,Standard Class,Southern Europe,Cleats
1,0.8052217,HIGH,Second Class,Western Europe,Children's Clothing
1,0.99146605,HIGH,First Class,Southeast Asia,Indoor/Outdoor Games
1,0.36797583,LOW,Standard Class,Western Europe,Tennis & Racquet
0,0.68310475,HIGH,Second Class,Southeast Asia,Fishing
1,0.84423655,HIGH,First Class,South Asia,Fishing
1,0.83972305,HIGH,First Class,Central America,Men's Footwear
1,0.8478108,HIGH,First Class,West Asia,Fitness Accessories
1,0.84448904,HIGH,First Class,Central America,Fishing
0,0.48887575,MEDIUM,Same Day,Eastern Asia,Fishing
1,0.34282908,LOW,Standard Class,Central America,Men's Footwear
1,0.8429306,HIGH,Second Class,Northern Europe,Baby 
0,0.39422986,LOW,Standard Class,West Asia,Indoor/Outdoor Games
0,0.41169897,LOW,Standard Class,East of USA,Women's Apparel
0,0.33335263,LOW,Standard Class,East of USA,Camping & Hiking
0,0.6857553,HIGH,Second Class,West Asia,Cleats
1,0.821657,HIGH,Second Class,Central America,Men's Footwear
0,0.3419806,LOW,Standard Class,Northern Europe,Camping & Hiking
0,0.396118,LOW,Standard Class,Western Europe,Water Sports
1,0.71509314,HIGH,Second Class,South America,Fishing
1,0.9840714,HIGH,First Class,Caribbean,Water Sports
0,0.3953487,LOW,Standard Class,South America,Girls' Apparel
0,0.31551498,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
1,0.38344347,LOW,Standard Class,West of USA ,Fishing
0,0.39205787,LOW,Standard Class,Northern Europe,Camping & Hiking
0,0.37758392,LOW,Standard Class,South Asia,Women's Apparel
1,0.42011014,LOW,Standard Class,Central Africa,Water Sports
0,0.3276959,LOW,Standard Class,West Africa,Cardio Equipment
0,0.34702623,LOW,Standard Class,Western Europe,Children's Clothing
1,0.9836463,HIGH,First Class,South Asia,Cardio Equipment
1,0.5080951,MEDIUM,Same Day,Western Europe,Men's Footwear
1,0.9911857,HIGH,First Class,Oceania,Indoor/Outdoor Games
1,0.2442525,LOW,Standard Class,South Asia,Fishing
1,0.39333144,LOW,Standard Class,Northern Europe,Fishing
0,0.6921783,HIGH,Second Class,Central America,Shop By Sport
1,0.3955298,LOW,Standard Class,Southern Europe,Cleats
1,0.79984653,HIGH,Second Class,Central America,Indoor/Outdoor Games
0,0.34240252,LOW,Standard Class,Central America,Men's Footwear
0,0.39047837,LOW,Same Day,Southern Europe,Camping & Hiking
0,0.40186524,LOW,Standard Class,Southern Europe,Shop By Sport
1,0.99103886,HIGH,First Class,Northern Europe,Tennis & Racquet
1,0.41529596,LOW,Standard Class,Central America,Cleats
0,0.33206934,LOW,Standard Class,Central America,Cleats
0,0.31764975,LOW,Standard Class,West Africa,Camping & Hiking
1,0.84161204,HIGH,First Class,East Africa,Fishing
1,0.99091536,HIGH,First Class,Oceania,Fishing
1,0.41913357,LOW,Standard Class,Northern Europe,Women's Apparel
1,0.9913737,HIGH,First Class,Central America,Cleats
1,0.3292051,LOW,Standard Class,Northern Europe,Indoor/Outdoor Games
1,0.80630934,HIGH,Second Class,Western Europe,Cleats
0,0.39900967,LOW,Standard Class,Northern Europe,Fishing
1,0.97725177,HIGH,First Class,Caribbean,Camping & Hiking
1,0.39489606,LOW,Standard Class,West Asia,Cleats
0,0.34359172,LOW,Standard Class,South Asia,Men's Footwear
1,0.99188226,HIGH,First Class,Western Europe,Indoor/Outdoor Games
1,0.35048795,LOW,Standard Class,North Africa,Women's Apparel
0,0.40479997,LOW,Standard Class,South America,Accessories
0,0.34103072,LOW,Standard Class,Southeast Asia,Indoor/Outdoor Games
0,0.3953487,LOW,Standard Class,West of USA ,Indoor/Outdoor Games
1,0.7998159,HIGH,Second Class,Caribbean,Accessories
0,0.3387044,LOW,Standard Class,Eastern Asia,Cleats
1,0.3968975,LOW,Standard Class,West of USA ,Fishing
0,0.39657113,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
0,0.35346654,LOW,Standard Class,North Africa,Cleats
1,0.39422986,LOW,Standard Class,South Asia,Indoor/Outdoor Games
0,0.39619672,LOW,Standard Class,Southern Europe,Cleats
1,0.39377767,LOW,Standard Class,Southern Africa,Men's Footwear
1,0.7992796,HIGH,Second Class,Eastern Asia,Fishing
0,0.396118,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
1,0.84625536,HIGH,Second Class,South America,Indoor/Outdoor Games
0,0.38718978,LOW,Standard Class,Southern Europe,Fishing
1,0.39489606,LOW,Standard Class,South America,Water Sports
1,0.88108116,HIGH,First Class,Central America,Water Sports
1,0.36874986,LOW,Standard Class,West Asia,Men's Footwear
1,0.85690045,HIGH,First Class,Central Africa,Electronics
1,0.33828032,LOW,Standard Class,South America,Women's Apparel
1,0.7552919,HIGH,Second Class,Central America,Indoor/Outdoor Games
0,0.6563484,HIGH,Second Class,Southern Europe,Cardio Equipment
0,0.34801656,LOW,Standard Class,West of USA ,Shop By Sport
1,0.84220475,HIGH,First Class,Western Europe,Indoor/Outdoor Games
1,0.99423826,HIGH,First Class,Central Africa,Women's Apparel
1,0.9908512,HIGH,First Class,South Asia,Men's Footwear
1,0.7985804,HIGH,Second Class,Western Europe,Women's Apparel
0,0.25625253,LOW,Standard Class,Western Europe,Shop By Sport
1,0.9913169,HIGH,First Class,Western Europe,Fishing
1,0.39377767,LOW,Standard Class,Caribbean,Water Sports
1,0.67043626,HIGH,Second Class,East of USA,Indoor/Outdoor Games
1,0.39489606,LOW,Standard Class,South of  USA ,Cleats
1,0.39657113,LOW,Standard Class,Western Europe,Baseball & Softball
0,0.36326805,LOW,Standard Class,Caribbean,Electronics
1,0.99144846,HIGH,First Class,South Asia,CDs 
1,0.8097187,HIGH,Second Class,Central America,Lacrosse
0,0.8013363,HIGH,Second Class,West Africa,Cardio Equipment
0,0.33828032,LOW,Standard Class,West Africa,Men's Footwear
1,0.78044945,HIGH,Second Class,South Asia,Water Sports
0,0.3611866,LOW,Standard Class,East of USA,Camping & Hiking
0,0.36379203,LOW,Standard Class,Central America,Cardio Equipment
0,0.27656886,LOW,Standard Class,West of USA ,Men's Footwear
1,0.4009093,LOW,Standard Class,US Center ,Golf Apparel
1,0.39377767,LOW,Standard Class,US Center ,Shop By Sport
1,0.5372699,MEDIUM,Standard Class,Southern Europe,Women's Apparel
0,0.8162863,HIGH,Second Class,Oceania,Toys
0,0.34360486,LOW,Standard Class,West Asia,Indoor/Outdoor Games
1,0.78812814,HIGH,Second Class,Western Europe,Cleats
0,0.396118,LOW,Standard Class,Western Europe,Girls' Apparel
0,0.33828032,LOW,Standard Class,Eastern Asia,Water Sports
0,0.4663793,MEDIUM,Same Day,Southern Europe,Golf Shoes
1,0.38794917,LOW,Standard Class,South America,Women's Apparel
1,0.8022009,HIGH,Second Class,Southern Europe,Cleats
1,0.39860094,LOW,Standard Class,Western Europe,Water Sports
1,0.99103886,HIGH,First Class,Northern Europe,Women's Apparel
1,0.8214058,HIGH,First Class,West of USA ,Water Sports
1,0.39489606,LOW,Standard Class,Southeast Asia,Women's Clothing
1,0.8013363,HIGH,Second Class,Central America,Men's Footwear
0,0.34169877,LOW,Standard Class,Southern Europe,Cardio Equipment
0,0.39723867,LOW,Standard Class,Western Europe,Water Sports
1,0.33992395,LOW,Standard Class,Northern Europe,Cleats
0,0.39505318,LOW,Standard Class,Caribbean,Cardio Equipment
1,0.990585,HIGH,First Class,Northern Europe,Men's Footwear
0,0.40479997,LOW,Standard Class,South America,Electronics
0,0.4394093,LOW,Standard Class,East of USA,Shop By Sport
1,0.9911857,HIGH,First Class,North Africa,Men's Footwear
0,0.40141022,LOW,Standard Class,Central America,Shop By Sport
1,0.34240252,LOW,Standard Class,Central America,Shop By Sport
1,0.39537415,LOW,Standard Class,North Africa,Cardio Equipment
0,0.38041896,LOW,Standard Class,Eastern Europe,Indoor/Outdoor Games
0,0.8252437,HIGH,First Class,US Center ,Tennis & Racquet
0,0.4000655,LOW,Standard Class,Oceania,Cardio Equipment
0,0.34581715,LOW,Standard Class,Western Europe,Camping & Hiking
1,0.7984761,HIGH,Second Class,Western Europe,Water Sports
0,0.80039227,HIGH,Second Class,Central America,Cardio Equipment
1,0.84079623,HIGH,First Class,East of USA,Men's Footwear
1,0.38025102,LOW,Standard Class,Northern Europe,Men's Footwear
0,0.35957226,LOW,Standard Class,South America,Camping & Hiking
0,0.3758985,LOW,Standard Class,Eastern Asia,Camping & Hiking
1,0.8301612,HIGH,First Class,South America,Women's Apparel
0,0.39324906,LOW,Standard Class,Western Europe,Cardio Equipment
0,0.31868264,LOW,Standard Class,South America,Women's Apparel
0,0.39422986,LOW,Standard Class,West Africa,Men's Footwear
1,0.9917516,HIGH,First Class,US Center ,Water Sports
1,0.5171273,MEDIUM,Same Day,West Asia,Cleats
0,0.39250937,LOW,Standard Class,Northern Europe,DVDs
1,0.3533267,LOW,Standard Class,South America,Shop By Sport
0,0.3984968,LOW,Standard Class,Eastern Europe,Water Sports
1,0.8408989,HIGH,First Class,East of USA,Shop By Sport
1,0.75702107,HIGH,Second Class,South America,Shop By Sport
1,0.98911566,HIGH,First Class,South Asia,Cleats
0,0.44201604,LOW,Standard Class,Oceania,Shop By Sport
0,0.54673016,MEDIUM,Standard Class,Southeast Asia,Fishing
0,0.40010363,LOW,Standard Class,Central America,Men's Footwear
0,0.48327968,MEDIUM,Same Day,South Asia,Cleats
1,0.9831118,HIGH,First Class,West of USA ,Men's Footwear
1,0.7934598,HIGH,Second Class,Central America,Water Sports
1,0.7430038,HIGH,Second Class,West Africa,Indoor/Outdoor Games
1,0.9834854,HIGH,First Class,Eastern Europe,Men's Footwear
1,0.33175778,LOW,Standard Class,Southern Africa,Shop By Sport
0,0.37670672,LOW,Standard Class,Central America,Fishing
1,0.79689556,HIGH,Second Class,West Africa,Cleats
1,0.9836479,HIGH,First Class,Northern Europe,Cleats
1,0.9873074,HIGH,First Class,Northern Europe,Camping & Hiking
0,0.396118,LOW,Standard Class,Western Europe,Women's Apparel
0,0.41363043,LOW,Standard Class,Western Europe,Camping & Hiking
0,0.79814076,HIGH,Second Class,West Africa,Women's Apparel
1,0.32377207,LOW,Standard Class,Southern Europe,Women's Apparel
0,0.39657113,LOW,Standard Class,Western Europe,Shop By Sport
0,0.39617282,LOW,Standard Class,Central America,Fishing
0,0.4131921,LOW,Standard Class,US Center ,Indoor/Outdoor Games
1,0.99118865,HIGH,First Class,Western Europe,Camping & Hiking
0,0.79689556,HIGH,Second Class,Central America,Water Sports
0,0.39422986,LOW,Standard Class,North Africa,Shop By Sport
1,0.4216035,LOW,Standard Class,East of USA,Women's Apparel
1,0.98437035,HIGH,First Class,Western Europe,Cleats
0,0.37118584,LOW,Standard Class,Southeast Asia,Indoor/Outdoor Games
0,0.37905553,LOW,Standard Class,South America,Camping & Hiking
0,0.46017346,MEDIUM,Standard Class,Canada,Fishing
1,0.42605138,LOW,Standard Class,Southern Europe,Fishing
1,0.68134004,HIGH,Second Class,Central America,Cleats
0,0.39377767,LOW,Standard Class,West of USA ,Water Sports
1,0.8416254,HIGH,First Class,Southern Europe,Camping & Hiking
1,0.34024444,LOW,Standard Class,West Africa,Cleats
1,0.990564,HIGH,First Class,Southeast Asia,Women's Apparel
1,0.45259088,MEDIUM,Same Day,Caribbean,Indoor/Outdoor Games
0,0.3387044,LOW,Standard Class,US Center ,Tennis & Racquet
1,0.8262665,HIGH,First Class,West of USA ,Trade-In
0,0.3221922,LOW,Standard Class,West of USA ,Women's Apparel
1,0.39489606,LOW,Standard Class,Central America,Camping & Hiking
1,0.6877891,HIGH,Second Class,Central America,Women's Apparel
0,0.34546953,LOW,Same Day,South Asia,Cardio Equipment
1,0.34240252,LOW,Standard Class,Central America,Women's Apparel
1,0.5135329,MEDIUM,Same Day,Central America,Women's Apparel
1,0.9912709,HIGH,First Class,Western Europe,Cleats
1,0.39489606,LOW,Standard Class,Caribbean,Indoor/Outdoor Games
0,0.39680722,LOW,Standard Class,Southern Europe,Children's Clothing
1,0.40547207,LOW,Standard Class,East of USA,Accessories
1,0.39617282,LOW,Standard Class,East Africa,Fishing
1,0.6896675,HIGH,Second Class,South America,Cleats
1,0.8428682,HIGH,First Class,Southeast Asia,Cardio Equipment
1,0.49695203,MEDIUM,Second Class,East of USA,Women's Apparel
0,0.3416222,LOW,Standard Class,North Africa,Electronics
0,0.39979845,LOW,Standard Class,Western Europe,Water Sports
1,0.69344944,HIGH,Second Class,Southern Europe,Cleats
0,0.396118,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
0,0.3953487,LOW,Standard Class,South of  USA ,Cleats
0,0.3811684,LOW,Standard Class,South America,Indoor/Outdoor Games
1,0.39377767,LOW,Standard Class,West Asia,Water Sports
0,0.39377767,LOW,Standard Class,Eastern Asia,Camping & Hiking
0,0.51700056,MEDIUM,Same Day,East of USA,Indoor/Outdoor Games
0,0.33968946,LOW,Standard Class,Western Europe,Water Sports
1,0.33500215,LOW,Standard Class,Caribbean,Electronics
0,0.39739615,LOW,Standard Class,Western Europe,Camping & Hiking
1,0.36704686,LOW,Standard Class,West of USA ,Shop By Sport
0,0.40026143,LOW,Standard Class,Central America,Fishing
1,0.4304134,LOW,Standard Class,Caribbean,Men's Footwear
0,0.45098943,MEDIUM,Standard Class,East of USA,Cardio Equipment
0,0.49598387,MEDIUM,Same Day,Central America,Men's Footwear
0,0.33828032,LOW,Standard Class,Eastern Asia,Men's Footwear
1,0.6876404,HIGH,Second Class,Central America,Camping & Hiking
1,0.396118,LOW,Standard Class,Western Europe,Women's Apparel
1,0.34403214,LOW,Standard Class,South Asia,Cardio Equipment
1,0.398648,LOW,Standard Class,Southern Europe,Women's Apparel
1,0.9911027,HIGH,First Class,Central America,Cleats
1,0.844984,HIGH,First Class,South Asia,Electronics
0,0.3955298,LOW,Standard Class,Eastern Europe,Women's Apparel
1,0.7692621,HIGH,Second Class,Southeast Asia,Cleats
0,0.39489606,LOW,Standard Class,Southeast Asia,Indoor/Outdoor Games
1,0.80382526,HIGH,Second Class,Southern Africa,Fishing
1,0.34481028,LOW,Standard Class,South America,Fishing
0,0.39377767,LOW,Standard Class,South America,Indoor/Outdoor Games
1,0.3432737,LOW,Standard Class,Southern Europe,Electronics
1,0.39737642,LOW,Standard Class,Eastern Asia,DVDs
0,0.41169897,LOW,Standard Class,East of USA,Women's Apparel
0,0.34702623,LOW,Standard Class,Western Europe,Camping & Hiking
1,0.80218506,HIGH,Second Class,South Asia,Cleats
0,0.3477578,LOW,Standard Class,Central America,Indoor/Outdoor Games
1,0.8408989,HIGH,First Class,Central America,Water Sports
1,0.802837,HIGH,Second Class,Caribbean,Men's Footwear
0,0.68988824,HIGH,Second Class,Western Europe,Women's Apparel
0,0.32984644,LOW,Standard Class,West of USA ,Indoor/Outdoor Games
1,0.3953487,LOW,Standard Class,Central America,Indoor/Outdoor Games
1,0.4020233,LOW,Standard Class,Eastern Europe,Fishing
1,0.79433346,HIGH,Second Class,Eastern Asia,Fishing
1,0.6887863,HIGH,Second Class,South America,Fishing
1,0.84679735,HIGH,First Class,Central America,Fishing
0,0.39377767,LOW,Standard Class,South of  USA ,Shop By Sport
1,0.34605688,LOW,Standard Class,Caribbean,Cardio Equipment
1,0.39377767,LOW,Standard Class,Central America,Women's Apparel
1,0.98295045,HIGH,First Class,Central America,Fishing
0,0.40359044,LOW,Standard Class,South Asia,Garden
0,0.44009286,LOW,Standard Class,South America,Camping & Hiking
1,0.8260249,HIGH,First Class,East of USA,Cleats
0,0.33828032,LOW,Standard Class,West Asia,Women's Apparel
